Date,Open,High,Low,Close,Adj Close,Volume,Price Range,Daily Return
1996-01-01,18.691147,18.978922,18.540184,18.82324,12.409931,43733533.0,0.43873800000000074,0.7067142535447266
1996-01-02,18.894005,18.964767,17.738192,18.224106,12.014931,56167280.0,1.2265749999999969,-3.54556379126607
1996-01-03,18.327892,18.568489,17.643839,17.738192,11.694577,68296318.0,0.9246499999999997,-3.2175004086667305
1996-01-04,17.502312,17.832542,17.223972,17.676863,11.654142,86073880.0,0.6085700000000003,0.9973025278031897
1996-01-05,17.738192,17.785366,17.459852,17.577793,11.588827,76613039.0,0.3255139999999983,-0.9042578860348434
1996-01-08,17.478724,17.643839,16.922047,17.063574,11.249807,55395172.0,0.7217920000000007,-2.375173382221726
1996-01-09,16.889023,18.681711,16.705036,17.99766,11.865635,82057540.0,1.9766750000000002,6.564245901021024
1996-01-10,17.407959,17.714603,17.054138,17.172079,11.321342,54360749.0,0.6604650000000021,-1.355012382554449
1996-01-11,16.983376,17.926895,16.983376,17.827826,11.75367,65973105.0,0.9435189999999984,4.97221518265863
1996-01-12,17.879719,18.23354,17.573074,17.837261,11.759888,102152486.0,0.6604660000000031,-0.23746458207760357
1996-01-15,18.021248,18.200518,17.785366,17.893871,11.797213,68169665.0,0.4151519999999991,-0.7068156434004969
1996-01-16,17.903307,19.530882,17.785366,18.27128,12.046032,92497161.0,1.7455159999999985,2.055335363461059
1996-01-17,17.856131,17.974072,17.455135,17.521181,11.551501,65477620.0,0.5189370000000011,-1.8758262918210151
1996-01-18,17.318325,17.624969,17.124903,17.40324,11.473742,67620657.0,0.5000660000000003,0.49031878082897007
1996-01-19,17.290018,17.672146,17.290018,17.610815,11.610596,47652365.0,0.3821280000000016,1.8553884674960945
1996-01-22,17.738192,18.31374,17.700451,18.224106,12.014931,81512772.0,0.6132889999999982,2.7393659962638663
1996-01-23,18.389221,18.771347,18.162777,18.417526,12.142452,130297068.0,0.6085700000000003,0.15392169140824172
1996-01-24,17.832542,17.926895,17.351349,17.794804,11.731898,54484752.0,0.5755459999999992,-0.21162434385406712
1996-01-25,18.115601,18.275997,17.879719,17.964636,11.843863,67701207.0,0.3962779999999988,-0.8333424875056749
1996-01-26,17.964636,17.964636,17.964636,17.964636,11.843863,0.0,0.0,0.0
1996-01-29,18.162777,18.960051,18.073141,18.7855,12.385051,75689901.0,0.8869100000000003,3.4285671183431954
1996-01-30,19.05912,19.700714,18.58736,19.205366,12.661865,89163372.0,1.113354000000001,0.7673281872405516
1996-01-31,18.776064,19.129885,18.214668,18.54962,12.22954,56831282.0,0.915217000000002,-1.2060248622927614
1996-02-01,18.422243,19.625233,18.422243,19.469551,12.836039,96599349.0,1.2029899999999998,5.685018919791675
1996-02-02,19.861113,20.946161,19.719585,20.81407,13.722462,106010376.0,1.2265760000000014,4.798104718501936
1996-02-05,21.08769,22.880381,21.08769,22.125563,14.587113,160942920.0,1.7926910000000014,4.921700764758972
1996-02-06,22.455795,23.163437,21.79533,22.314266,14.71152,147345446.0,1.3681069999999984,-0.6302560207732502
1996-02-07,21.597193,22.361443,20.757458,21.922707,14.453378,67480756.0,1.6039850000000015,1.5072051261476354
1996-02-08,21.988752,22.903969,21.578321,22.545429,14.863929,52796395.0,1.325648000000001,2.5316443607167742
1996-02-09,22.76244,24.460777,22.352009,24.13998,15.915194,74580228.0,2.1087680000000013,6.051811668696325
1996-02-12,23.871077,24.267357,22.455795,22.724699,14.982117,81608160.0,1.8115620000000021,-4.802372343736307
1996-02-13,22.668089,23.106825,22.031212,22.847357,15.06298,83711982.0,1.0756130000000006,0.7908386101713313
1996-02-14,23.682373,24.045628,23.399317,23.517256,15.504641,52251098.0,0.6463110000000007,-0.6972147596864496
1996-02-15,23.399317,23.776726,23.139849,23.380445,15.414445,40662588.0,0.6368769999999984,-0.08065192672075952
1996-02-16,23.205894,23.253071,22.677523,22.833204,15.053652,41113559.0,0.5755479999999977,-1.6060144030650239
1996-02-19,22.927555,23.304964,22.880381,22.988886,15.156289,29196493.0,0.4245829999999984,0.267499085707129
1996-02-20,23.021908,23.040777,22.087822,22.271809,14.683531,30560533.0,0.9529549999999993,-3.2581964970062374
1996-02-21,22.271809,22.271809,22.271809,22.271809,14.683531,0.0,0.0,0.0
1996-02-22,22.682241,22.970015,22.550148,22.889814,15.090972,21638101.0,0.419867,0.9151344437262614
1996-02-23,22.927555,23.35214,22.578453,23.229483,15.314917,46653977.0,0.7736869999999989,1.3168783151975718
1996-02-26,23.776726,24.37586,23.691809,23.847488,15.72236,71998409.0,0.6840510000000002,0.2976103606526754
1996-02-27,23.965429,24.106956,23.493668,23.805031,15.694366,62652564.0,0.6132880000000007,-0.6692890830370727
1996-02-28,24.154133,24.342836,23.78616,23.833336,15.71303,36609684.0,0.5566759999999995,-1.328124673321963
1996-02-29,23.682373,23.772007,22.361443,22.672806,14.947903,71030227.0,1.4105639999999973,-4.262946960593843
1996-03-01,22.927555,23.154001,22.644501,22.951143,15.131406,49598798.0,0.5094999999999992,0.10288057317928846
1996-03-04,23.021908,23.111544,22.172739,22.71998,14.979004,40613835.0,0.9388049999999986,-1.311481220409708
1996-03-05,22.71998,22.71998,22.71998,22.71998,14.979004,0.0,0.0,0.0
1996-03-06,22.748287,23.106825,22.691675,22.993603,15.1594,22160082.0,0.4151500000000006,1.0783932873714799
1996-03-07,23.116261,23.323835,22.76244,22.847357,15.06298,31303495.0,0.5613949999999974,-1.1632677101197408
1996-03-08,22.649218,22.734135,22.276527,22.635065,14.923021,39637704.0,0.4576079999999969,-0.0624878086298622
1996-03-11,22.172739,22.361443,21.83779,22.116129,14.58089,39109363.0,0.523653000000003,-0.2553135180998575
1996-03-12,22.092541,22.186892,21.889683,22.083105,14.559122,27429706.0,0.2972089999999987,-0.0427112481085851
1996-03-13,22.073669,22.686958,21.960447,22.611477,14.907472,27421227.0,0.7265110000000021,2.436423233491459
1996-03-14,22.691675,22.889814,22.465231,22.587889,14.891924,36343129.0,0.42458300000000193,-0.45737478612750926
1996-03-15,22.550148,22.597324,22.125563,22.182175,14.624431,29065070.0,0.47176100000000076,-1.6317986028295657
1996-03-18,21.984035,22.120846,21.535864,21.60191,14.241878,27165271.0,0.5849820000000001,-1.7381931933787338
1996-03-19,21.60191,21.87553,20.474401,21.012209,13.853094,35581619.0,1.401129000000001,-2.729855832192624
1996-03-20,21.012209,21.012209,21.012209,21.012209,13.853094,0.0,0.0,0.0
1996-03-21,21.42264,21.842506,21.42264,21.677391,14.291638,13650996.0,0.41986599999999896,1.1891671614702897
1996-03-22,21.441511,21.606627,21.064102,21.441511,14.136127,23179668.0,0.5425250000000013,0.0
1996-03-25,21.606627,21.884966,21.479252,21.583038,14.229438,22524674.0,0.4057139999999997,-0.10917483788654839
1996-03-26,21.597193,21.700979,20.927292,21.417923,14.120571,24039214.0,0.7736869999999989,-0.8300615732794651
1996-03-27,21.700979,22.031212,21.700979,21.814201,14.381836,14674821.0,0.3302329999999998,0.5217368303982985
1996-03-28,21.814201,23.116261,21.856661,22.177458,14.621331,15454878.0,1.2596000000000025,1.6652317451370362
1996-03-29,22.314266,22.408621,22.031212,22.21048,14.643098,21249133.0,0.3774090000000001,-0.4651105261539837
1996-04-01,21.700979,22.927555,21.700979,22.809616,15.0381,40137428.0,1.2265760000000014,5.108695787411241
1996-04-02,23.120977,23.871077,22.517124,23.531408,15.513973,53712115.0,1.3539530000000006,1.7751455745144296
1996-04-03,23.871077,24.290943,23.776726,23.852205,15.725467,48630086.0,0.5142169999999986,-0.07905801652769259
1996-04-04,23.776726,23.847488,23.45121,23.781443,15.678814,40702863.0,0.3962779999999988,0.019838728006536376
1996-04-05,23.781443,23.781443,23.781443,23.781443,15.678814,0.0,0.0,0.0
1996-04-08,24.625893,25.333534,24.390013,25.041042,16.509253,67392257.0,0.9435210000000005,1.6858231293378865
1996-04-09,25.286358,26.078917,24.630611,25.215593,16.624336,123803836.0,1.4483060000000023,-0.2798544574904837
1996-04-10,25.097654,25.427885,24.644764,24.805162,16.353743,70021770.0,0.7831210000000013,-1.1654156998100274
1996-04-11,24.531542,24.946692,24.408884,24.74855,16.316418,76341715.0,0.5378079999999983,0.8846080690728688
1996-04-12,24.814598,25.418451,24.635328,25.338251,16.7052,68621695.0,0.7831229999999998,2.11026187085521
1996-04-15,25.847754,26.456324,25.701508,26.093067,17.202839,88429949.0,0.7548159999999982,0.9490689210366325
1996-04-16,26.097786,27.362104,25.993999,26.805428,17.672491,96678839.0,1.368105,2.711502040824459
1996-04-17,26.984695,27.173401,26.654463,27.003567,17.80312,63548145.0,0.5189379999999986,0.0699359396131836
1996-04-18,27.550808,28.58868,27.475327,28.433001,18.745531,100389409.0,1.113353,3.2020585385372398
1996-04-19,28.58868,29.697317,28.447153,29.074594,19.168528,129471967.0,1.2501640000000016,1.6996727376010403
1996-04-22,29.626554,29.650143,28.593399,28.791538,18.981911,120420233.0,1.0567439999999984,-2.8184715643945615
1996-04-23,28.423565,29.008549,28.140509,28.489611,18.782854,156792508.0,0.868039999999997,0.23236353356800968
1996-04-24,29.249146,30.192665,29.249146,30.06529,19.821676,101305658.0,0.943519000000002,2.790317365163418
1996-04-25,31.230539,31.891005,29.154795,29.862434,19.687935,131851353.0,2.73621,-4.380664067309245
1996-04-26,29.711472,30.371935,28.451872,29.348215,19.348923,162657244.0,1.920062999999999,-1.2226152914941435
1996-04-29,28.961372,29.230274,28.583963,29.093466,19.180969,93379495.0,0.6463110000000007,0.4561040823618391
1996-04-30,29.107616,29.107616,27.956522,28.187685,18.583797,102988185.0,1.1510940000000005,-3.1604477673472187
1996-05-01,28.871737,29.117052,28.53207,28.650009,18.888605,60334650.0,0.5849820000000001,-0.7679759620974617
1996-05-02,28.541506,29.390675,27.574396,28.083897,18.515371,90601602.0,1.8162790000000015,-1.6033106311909326
1996-05-03,27.645161,27.810276,26.819578,26.961107,17.775126,125929915.0,0.9906980000000019,-2.474407727269171
1996-05-06,26.248749,26.418583,25.2439,25.394863,16.742521,148646954.0,1.1746830000000017,-3.253054078882004
1996-05-07,25.286358,26.319513,25.286358,25.913799,17.084652,185128395.0,1.0331550000000007,2.4813419156685237
1996-05-08,25.286358,26.645027,23.776726,26.229879,17.293039,165100221.0,2.868300999999999,3.7313439918868525
1996-05-09,25.805296,26.701639,25.574133,25.795858,17.006891,199096820.0,1.1275060000000003,-0.036573887778692374
1996-05-10,25.097654,25.640179,24.960842,25.465628,16.789175,145995185.0,0.6793370000000003,1.4661689096518753
1996-05-13,25.946823,26.319513,25.668484,26.135527,17.230835,116850624.0,0.6510290000000012,0.7272720825975547
1996-05-14,26.05061,27.833864,25.833599,27.187553,17.924414,188017574.0,2.000264999999999,4.364362293243814
1996-05-15,26.984695,27.503632,26.244032,27.362104,18.039503,190519903.0,1.259599999999999,1.3986039123288223
1996-05-16,27.833864,28.418846,27.645161,27.80084,18.328758,156581066.0,0.7736849999999968,-0.11864683969138277
1996-05-17,27.267752,27.437586,26.800709,26.984695,17.790682,149017375.0,0.6368769999999984,-1.0380650374112357
1996-05-20,26.277056,26.314796,25.49865,25.61659,16.888704,94692661.0,0.8161459999999998,-2.513470306567079
1996-05-21,25.49865,26.182703,25.097654,25.49865,16.810953,205964183.0,1.0850490000000015,0.0
1996-05-22,25.876059,26.060045,25.526957,25.626026,16.894924,95926338.0,0.5330879999999993,-0.9662715639966732
1996-05-23,25.475061,25.555262,25.097654,25.258053,16.652325,106451278.0,0.45760800000000046,-0.8518448689877519
